id_ini,id_fin,containers,viajes,conxviaj
1,390,1,1,1
1,391,4,2,2
1,392,1,1,1
1,393,4,2,2
1,394,4,2,2
1,395,1,1,1
1,396,1,1,1
1,397,1332,3,444
1,398,2244,4,561
1,399,1672,3,557
1,400,4477,4,1119
1,401,2583,3,861
1,402,1926,3,642
1,403,889,9,99
1,404,1,1,1
1,405,2,1,2
1,406,1,1,1
1,407,2,1,2
1,408,1,1,1
1,409,3,1,3
1,410,4,1,4
1,411,1,1,1
1,412,3213,7,459
1,413,1593,5,319
1,414,6391,12,533
1,415,3746,8,468
1,416,5247,7,750
1,417,1,1,1
1,418,1,1,1
1,419,1,1,1
1,420,1,1,1
1,421,7,1,7
1,422,4,1,4
1,423,325,4,81
1,424,211,1,211
1,425,4,1,4
1,426,1447,3,482
1,427,1,1,1
1,428,4,1,4
1,429,1,1,1
1,430,485,5,97
1,431,3,1,3
1,432,1,1,1
1,433,4202,3,1401
1,434,2205,6,368
1,435,2573,2,1287
1,436,4,1,4
1,437,3718,6,620
1,438,6,3,2
1,439,20,1,20
1,440,6,2,3
1,441,1,1,1
1,442,5596,15,373
1,443,985,1,985
1,444,340,4,85
1,445,1,1,1
1,446,3578,6,596
1,447,1133,4,283
1,448,2345,4,586
1,449,1799,3,600
1,450,2743,6,457
1,451,1820,4,455
1,452,1034,5,207
1,453,1987,3,662
1,454,1190,1,1190
1,455,2981,4,745
1,456,665,3,222
1,457,501,2,251
1,458,3,1,3
1,459,7,3,2
1,460,8,3,3
1,461,1,1,1
1,462,2,1,2
1,463,5,2,3
1,464,3,1,3
1,465,3,3,1
1,466,2,1,2
1,467,4195,3,1398
1,468,2,2,1
1,469,3,3,1
1,470,2,1,2
1,471,3,2,2
1,472,1,1,1
1,473,1,1,1
1,474,1,1,1
1,475,1,1,1
1,476,1,1,1
1,477,3,1,3
1,478,2,1,2
1,479,4,1,4
1,480,1013,2,507
1,481,2,1,2
1,482,3,1,3
1,483,1,1,1
1,484,1,1,1
1,485,14,1,14
1,486,2,1,2
1,487,493,4,123
1,488,1325,2,663
1,489,1202,2,601
1,490,2286,3,762
1,491,5906,7,844
1,492,1785,3,595
1,493,1556,16,97
1,494,2,1,2
1,495,632,2,316
1,496,263,1,263
1,497,276,1,276
1,498,300,1,300
1,499,582,2,291
1,500,131,1,131
1,501,2199,4,550
1,502,1023,2,512
1,503,1900,4,475
1,504,1443,3,481
1,505,1878,2,939
1,506,496,1,496
1,507,500,1,500
1,508,1,1,1
1,509,1,1,1
1,510,4,4,1
1,511,5,1,5
1,512,1230,1,1230
1,513,3222,2,1611
1,514,1557,3,519
1,515,4377,4,1094
1,516,241,1,241
1,517,291,1,291
1,518,1331,2,666
2,608,3014,21,144
2,612,200,1,200
2,613,23,1,23
2,614,2,1,2
2,616,233,5,47
2,617,3,2,2
2,618,10,2,5
2,620,335,3,112
2,621,2361,22,107
2,622,449,21,21
2,733,1,1,1
2,838,1,1,1
2,1017,1,1,1
2,1336,1,1,1
3,564,6,4,2
3,565,5,3,2
3,566,6,3,2
3,609,1583,6,264
3,613,723,6,121
4,615,1513,3,504
4,620,104,3,35
4,634,21,1,21
4,635,1,1,1
4,639,113,1,113
4,649,115,3,38
4,654,1487,3,496
4,661,12,1,12
4,665,37,1,37
4,670,1092,1,1092
4,839,95,3,32
4,922,1,1,1
4,946,6,2,3
4,1035,1,1,1
4,1036,1,1,1
4,1038,30,1,30
4,1056,1,1,1
4,1110,1,1,1
4,1129,5,3,2
5,1131,1,1,1
6,654,3,1,3
6,668,1,1,1
6,674,1,1,1
7,634,3,1,3
8,565,2,1,2
8,608,4,1,4
8,612,5,1,5
8,613,34,1,34
8,616,1,1,1
8,639,1,1,1
8,649,5,1,5
8,657,1,1,1
8,670,240,1,240
8,839,39,1,39
8,946,50,1,50
8,1110,2,1,2
8,1111,1,1,1
8,1129,8,1,8
8,1348,1,1,1
9,544,2,1,2
10,634,1,1,1
11,661,1,1,1
11,663,1,1,1
12,526,5,4,1
12,546,1,1,1
12,551,1,1,1
12,553,29,10,3
12,571,2,2,1
12,576,1,1,1
12,578,1,1,1
12,588,3,3,1
12,591,1,1,1
12,595,7,3,2
12,661,1,1,1
12,675,2,2,1
12,677,60,13,5
12,679,1,1,1
12,683,24,10,2
12,685,2,2,1
12,689,18,8,2
12,708,13,5,3
12,726,16,8,2
12,727,7,7,1
12,728,6,4,2
12,733,461,21,22
12,777,5,4,1
12,806,1,1,1
12,813,2,2,1
12,832,11,7,2
12,834,1,1,1
12,836,1,1,1
12,837,1,1,1
12,840,1,1,1
12,841,2,2,1
12,842,5,5,1
12,843,3,3,1
12,848,6,1,6
12,937,1,1,1
12,1011,25,7,4
12,1012,4,3,1
12,1017,66,14,5
12,1042,156,19,8
12,1045,22,8,3
12,1046,5,3,2
12,1047,21,14,2
12,1061,12,8,2
12,1063,3,3,1
12,1072,3,3,1
12,1103,8,7,1
12,1104,6,3,2
12,1105,9,6,2
12,1127,1,1,1
12,1141,6,3,2
12,1145,2,1,2
12,1146,1,1,1
12,1158,1,1,1
12,1159,8,5,2
12,1160,1,1,1
12,1168,1,1,1
12,1178,1,1,1
12,1184,2,1,2
12,1200,21,5,4
12,1203,1,1,1
12,1216,18,5,4
12,1233,73,4,18
12,1258,88,18,5
12,1261,2,2,1
12,1270,2,1,2
12,1278,151,21,7
12,1281,95,3,32
12,1295,88,12,7
12,1298,1,1,1
12,1336,3,2,2
12,1339,7,7,1
12,1341,5,5,1
12,1347,1,1,1
13,920,1,1,1
13,1017,1,1,1
14,644,1,1,1
15,688,1,1,1
16,1343,1,1,1
17,661,1,1,1
17,663,2,1,2
17,945,2,1,2
18,620,1,1,1
19,613,78,1,78
20,526,38,5,8
20,529,4,2,2
20,532,5,4,1
20,564,11,6,2
20,565,41,5,8
20,566,24,6,4
20,567,1,1,1
20,568,156,7,22
20,569,1,1,1
20,572,2,2,1
20,575,11,5,2
20,576,93,7,13
20,578,454,7,65
20,579,6,3,2
20,580,7,3,2
20,591,1,1,1
20,608,41,4,10
20,609,482,7,69
20,618,7,3,2
20,620,89,6,15
20,621,6,2,3
20,677,1,1,1
20,733,1297,7,185
20,734,1,1,1
20,829,1,1,1
20,897,1,1,1
20,1072,18,7,3
20,1075,11,4,3
20,1081,1,1,1
20,1119,1,1,1
20,1158,1,1,1
20,1258,1,1,1
20,1278,2,1,2
20,1336,30,6,5
20,1339,1,1,1
20,1351,3,2,2
21,735,6,3,2
22,609,32,1,32
22,620,1,1,1
22,733,109,1,109
22,735,1,1,1
22,902,1,1,1
23,526,53,6,9
23,529,3,1,3
23,532,3,2,2
23,564,5,3,2
23,565,16,6,3
23,566,11,5,2
23,568,187,6,31
23,569,2,2,1
23,572,1,1,1
23,573,15,4,4
23,574,1,1,1
23,575,4,2,2
23,576,48,6,8
23,578,299,6,50
23,579,10,2,5
23,580,5,3,2
23,606,2,2,1
23,608,31,3,10
23,609,554,6,92
23,618,4,2,2
23,620,163,6,27
23,621,2,1,2
23,622,3,1,3
23,689,1,1,1
23,733,792,6,132
23,734,1,1,1
23,748,1,1,1
23,764,1,1,1
23,1007,1,1,1
23,1072,10,4,3
23,1075,2,2,1
23,1115,1,1,1
23,1118,1,1,1
23,1336,45,6,8
23,1351,1,1,1
24,522,1,1,1
24,540,1,1,1
24,546,9,2,5
24,553,9,1,9
24,561,2,1,2
24,595,1,1,1
24,606,20,1,20
24,607,2,1,2
24,627,31,2,16
24,632,93,2,47
24,633,41,2,21
24,634,206,3,69
24,639,328,3,109
24,642,76,2,38
24,644,399,2,200
24,646,163,3,54
24,649,21,3,7
24,650,1,1,1
24,652,25,1,25
24,654,17,3,6
24,657,1384,3,461
24,661,4,2,2
24,662,64,2,32
24,664,73,2,37
24,665,49,1,49
24,672,1,1,1
24,679,2,1,2
24,683,5,1,5
24,686,1,1,1
24,687,1,1,1
24,708,19,1,19
24,726,63,1,63
24,745,62,1,62
24,747,18,1,18
24,748,14,1,14
24,752,1,1,1
24,764,6,1,6
24,775,3,1,3
24,777,17,1,17
24,804,21,1,21
24,823,36,1,36
24,826,1,1,1
24,830,1,1,1
24,832,1,1,1
24,834,9,2,5
24,839,41,2,21
24,847,10,1,10
24,851,14,2,7
24,875,2,1,2
24,876,108,3,36
24,878,25,3,8
24,880,4,2,2
24,883,2,1,2
24,886,1,1,1
24,892,24,1,24
24,893,10,1,10
24,897,2,1,2
24,911,1,1,1
24,917,1,1,1
24,923,6,3,2
24,928,1,1,1
24,935,5,3,2
24,936,2,1,2
24,937,16,3,5
24,944,201,2,101
24,946,265,3,88
24,953,1,1,1
24,954,3,1,3
24,963,1,1,1
24,965,1,1,1
24,981,40,2,20
24,982,3,1,3
24,987,2,1,2
24,992,1,1,1
24,994,91,3,30
24,1007,14,1,14
24,1013,4,1,4
24,1017,81,1,81
24,1031,2,2,1
24,1059,1,1,1
24,1061,2,1,2
24,1063,5,1,5
24,1066,2,1,2
24,1086,2,1,2
24,1089,1,1,1
24,1109,3,1,3
24,1110,2,1,2
24,1111,1,1,1
24,1115,1,1,1
24,1128,2,2,1
24,1129,14,3,5
24,1141,22,1,22
24,1159,14,1,14
24,1200,5,1,5
24,1216,10,2,5
24,1242,24,1,24
24,1339,1,1,1
24,1341,26,1,26
24,1345,10,1,10
24,1347,26,2,13
24,1348,13,2,7
25,613,3,1,3
26,733,1,1,1
27,1258,1,1,1
28,573,5,2,3
28,620,1,1,1
28,733,1,1,1
29,1200,504,1,504
30,522,2,2,1
30,571,10,1,10
30,583,1,1,1
30,591,5,1,5
30,595,5,2,3
30,597,1,1,1
30,620,395,4,99
30,677,4,2,2
30,679,4,2,2
30,733,43,2,22
30,780,2,1,2
30,847,27,2,14
30,848,3,1,3
30,893,2,1,2
30,911,2,1,2
30,913,2,2,1
30,953,1,1,1
30,955,2,1,2
30,975,1,1,1
30,994,1,1,1
30,1060,1,1,1
30,1063,3,2,2
30,1137,1,1,1
30,1141,19,2,10
30,1158,4,2,2
30,1160,1,1,1
30,1174,1,1,1
30,1200,18,1,18
30,1216,2,1,2
30,1223,1,1,1
30,1228,2,1,2
30,1233,1,1,1
30,1242,5,1,5
30,1258,68,2,34
30,1278,27,2,14
30,1281,53,2,27
30,1285,1,1,1
30,1295,30,2,15
30,1298,1,1,1
30,1336,3,2,2
30,1338,2,2,1
30,1340,5,1,5
30,1341,14,2,7
31,573,1,1,1
31,613,23,1,23
31,841,21,1,21
31,1011,1,1,1
31,1042,561,1,561
31,1141,1,1,1
31,1184,2,1,2
31,1200,4,1,4
31,1216,15,1,15
31,1251,1,1,1
31,1270,51,1,51
31,1295,23,1,23
31,1339,1,1,1
32,613,566,1,566
33,576,14,1,14
34,746,4,1,4
35,949,2,1,2
36,668,1,1,1
36,1131,2,1,2
37,1011,5,1,5
37,1103,1,1,1
38,1042,6,5,1
39,646,1,1,1
39,661,1,1,1
40,571,1,1,1
40,595,3,1,3
40,620,22,2,11
40,677,2,1,2
40,679,7,1,7
40,733,3,2,2
40,780,1,1,1
40,804,1,1,1
40,892,1,1,1
40,1141,45,2,23
40,1158,6,2,3
40,1160,1,1,1
40,1184,3,1,3
40,1200,27,2,14
40,1211,1,1,1
40,1233,1,1,1
40,1242,54,2,27
40,1258,50,2,25
40,1278,46,2,23
40,1281,34,2,17
40,1298,3,2,2
41,529,3,2,2
41,564,13,5,3
41,565,113,13,9
41,566,43,11,4
41,609,2998,17,176
41,613,1616,16,101
41,620,1,1,1
41,980,1,1,1
41,1278,2,1,2
42,1048,2,1,2
43,1048,1,1,1
44,614,548,1,548
44,620,23,1,23
44,654,10,1,10
44,661,6,1,6
44,878,1,1,1
44,1042,30,1,30
45,925,1,1,1
46,1200,1,1,1
47,547,1,1,1
48,1200,1,1,1
49,677,3,1,3
50,1191,1,1,1
51,1279,1,1,1
52,634,1,1,1
53,634,1,1,1
54,650,1,1,1
54,661,1,1,1
55,748,1,1,1
56,594,1,1,1
57,573,2,1,2
57,578,1,1,1
57,620,2,1,2
58,681,2,1,2
58,733,1,1,1
58,993,8,2,4
59,646,1,1,1
59,661,1,1,1
60,571,1,1,1
60,573,1,1,1
60,595,1,1,1
60,601,7,1,7
60,620,196,2,98
60,677,1,1,1
60,733,21,1,21
60,886,1,1,1
60,993,1,1,1
60,1006,5,1,5
60,1137,2,1,2
60,1141,1,1,1
60,1158,1,1,1
60,1177,1,1,1
60,1184,1,1,1
60,1200,20,2,10
60,1235,6,1,6
60,1258,17,2,9
60,1278,51,2,26
60,1281,58,2,29
61,620,1,1,1
62,610,1,1,1
62,615,22,18,1
63,615,3,2,2
64,615,1,1,1
65,526,2,2,1
65,576,1,1,1
65,578,1,1,1
65,595,7,3,2
65,597,3,2,2
65,620,290,3,97
65,687,1,1,1
65,733,163,4,41
65,848,16,2,8
65,911,2,2,1
65,1063,14,2,7
65,1072,1,1,1
65,1137,5,2,3
65,1141,23,4,6
65,1145,1,1,1
65,1158,3,2,2
65,1160,2,1,2
65,1177,1,1,1
65,1200,12,4,3
65,1216,1,1,1
65,1233,34,4,9
65,1258,25,4,6
65,1270,2,2,1
65,1281,108,4,27
65,1295,83,4,21
65,1305,1,1,1
65,1306,1,1,1
65,1336,1,1,1
65,1339,9,3,3
65,1341,3,2,2
66,565,1,1,1
66,566,1,1,1
66,609,1,1,1
66,612,14,1,14
66,613,30,2,15
66,616,22,2,11
66,622,102,2,51
66,639,4,1,4
66,649,8,2,4
66,654,4,2,2
66,670,157,2,79
66,839,3,1,3
66,851,4,1,4
66,878,1,1,1
66,946,8,2,4
66,1109,1,1,1
66,1110,2,1,2
66,1128,6,1,6
66,1129,2,1,2
66,1131,1,1,1
67,522,2,2,1
67,525,2,1,2
67,526,9,3,3
67,545,1,1,1
67,553,72,2,36
67,571,3,1,3
67,582,2,1,2
67,583,1,1,1
67,588,1,1,1
67,591,8,2,4
67,595,3,2,2
67,596,1,1,1
67,604,1,1,1
67,606,7,2,4
67,609,1,1,1
67,612,151,2,76
67,613,1,1,1
67,616,190,2,95
67,620,150,2,75
67,621,1,1,1
67,622,28,2,14
67,634,2,1,2
67,639,1,1,1
67,646,2,1,2
67,649,2,2,1
67,654,2,1,2
67,670,506,2,253
67,675,5,1,5
67,677,7,1,7
67,679,33,2,17
67,681,1,1,1
67,687,1,1,1
67,690,5,1,5
67,694,3,2,2
67,695,1,1,1
67,697,1,1,1
67,700,1,1,1
67,701,1,1,1
67,706,11,1,11
67,708,139,2,70
67,710,2,2,1
67,713,1,1,1
67,718,10,2,5
67,719,1,1,1
67,721,2,1,2
67,724,1,1,1
67,726,131,2,66
67,727,2,1,2
67,728,1,1,1
67,738,1,1,1
67,740,1,1,1
67,743,66,2,33
67,745,117,2,59
67,747,27,2,14
67,748,12,2,6
67,752,2,2,1
67,756,2,2,1
67,761,1,1,1
67,763,10,2,5
67,764,60,2,30
67,765,3,2,2
67,775,7,2,4
67,777,29,2,15
67,780,2,1,2
67,783,1,1,1
67,792,1,1,1
67,798,2,2,1
67,801,1,1,1
67,804,115,2,58
67,806,5,2,3
67,813,1,1,1
67,819,1,1,1
67,823,2,1,2
67,826,4,2,2
67,829,2,2,1
67,830,2,2,1
67,836,2,1,2
67,838,4,2,2
67,839,16,1,16
67,841,6,2,3
67,842,1,1,1
67,847,10,1,10
67,848,2,1,2
67,849,1,1,1
67,855,4,2,2
67,858,4,2,2
67,874,1,1,1
67,878,1,1,1
67,883,4,2,2
67,886,1,1,1
67,887,1,1,1
67,891,1,1,1
67,892,26,2,13
67,893,27,2,14
67,894,2,2,1
67,896,2,1,2
67,897,2,2,1
67,911,4,2,2
67,935,1,1,1
67,946,4,1,4
67,951,1,1,1
67,955,6,2,3
67,957,2,1,2
67,958,5,2,3
67,960,5,2,3
67,966,1,1,1
67,969,4,2,2
67,987,2,2,1
67,993,8,2,4
67,1000,2,2,1
67,1013,7,2,4
67,1016,1,1,1
67,1017,330,2,165
67,1028,1,1,1
67,1030,1,1,1
67,1041,2,1,2
67,1042,1,1,1
67,1045,3,1,3
67,1046,2,1,2
67,1049,1,1,1
67,1061,6,2,3
67,1062,2,2,1
67,1063,12,2,6
67,1066,3,2,2
67,1067,1,1,1
67,1072,1,1,1
67,1081,1,1,1
67,1086,1,1,1
67,1089,7,2,4
67,1091,1,1,1
67,1092,1,1,1
67,1094,1,1,1
67,1100,2,1,2
67,1102,4,2,2
67,1110,4,1,4
67,1111,1,1,1
67,1115,1,1,1
67,1118,1,1,1
67,1121,3,2,2
67,1124,3,2,2
67,1126,5,2,3
67,1127,4,2,2
67,1128,6,1,6
67,1129,4,1,4
67,1137,3,1,3
67,1141,4,2,2
67,1151,2,1,2
67,1158,19,2,10
67,1159,36,2,18
67,1160,1,1,1
67,1169,4,1,4
67,1177,2,1,2
67,1184,2,1,2
67,1198,1,1,1
67,1200,68,2,34
67,1208,1,1,1
67,1214,1,1,1
67,1230,2,1,2
67,1235,1,1,1
67,1238,1,1,1
67,1240,4,2,2
67,1242,18,1,18
67,1249,5,2,3
67,1250,1,1,1
67,1258,61,2,31
67,1261,26,2,13
67,1270,5,2,3
67,1278,39,2,20
67,1281,3,2,2
67,1292,2,2,1
67,1295,13,2,7
67,1301,1,1,1
67,1307,1,1,1
67,1312,2,1,2
67,1335,1,1,1
67,1336,1,1,1
67,1338,1,1,1
67,1339,3,1,3
67,1341,7,2,4
67,1351,2,2,1
68,945,1,1,1
69,1042,1,1,1
70,619,1,1,1
71,576,16,1,16
72,521,1,1,1
72,522,4,3,1
72,526,12,5,2
72,531,2,1,2
72,540,1,1,1
72,546,1,1,1
72,549,1,1,1
72,550,1,1,1
72,551,2,1,2
72,553,86,3,29
72,558,2,1,2
72,559,1,1,1
72,571,2,1,2
72,573,2,2,1
72,578,35,1,35
72,579,3,1,3
72,582,11,2,6
72,583,3,2,2
72,588,12,3,4
72,591,13,3,4
72,595,14,3,5
72,602,1,1,1
72,604,1,1,1
72,606,11,3,4
72,609,1,1,1
72,618,1,1,1
72,620,1311,4,328
72,622,1,1,1
72,624,1,1,1
72,648,50,1,50
72,675,18,3,6
72,677,12,1,12
72,679,142,3,47
72,685,1,1,1
72,686,2,2,1
72,687,2,1,2
72,689,2,1,2
72,690,12,3,4
72,694,1,1,1
72,695,3,3,1
72,699,1,1,1
72,700,2,1,2
72,701,2,2,1
72,702,1,1,1
72,706,8,2,4
72,708,322,3,107
72,712,2,2,1
72,718,20,3,7
72,719,2,2,1
72,724,1,1,1
72,726,170,3,57
72,727,4,2,2
72,728,3,2,2
72,729,1,1,1
72,732,1,1,1
72,737,1,1,1
72,738,4,2,2
72,741,3,3,1
72,743,66,3,22
72,745,71,3,24
72,747,40,3,13
72,748,42,3,14
72,750,16,1,16
72,756,2,1,2
72,763,36,3,12
72,764,99,3,33
72,765,4,2,2
72,766,1,1,1
72,774,2,2,1
72,775,8,2,4
72,777,92,3,31
72,778,1,1,1
72,780,5,2,3
72,786,1,1,1
72,792,1,1,1
72,793,1,1,1
72,798,5,2,3
72,802,2,1,2
72,804,189,3,63
72,805,9,1,9
72,806,5,3,2
72,810,3,2,2
72,812,1,1,1
72,813,2,2,1
72,817,1,1,1
72,820,3,2,2
72,823,3,2,2
72,826,4,2,2
72,829,7,3,2
72,830,3,2,2
72,832,4,3,1
72,833,2,1,2
72,836,1,1,1
72,838,5,1,5
72,841,25,3,8
72,847,10,1,10
72,848,8,3,3
72,855,5,3,2
72,858,3,1,3
72,878,3,1,3
72,884,1,1,1
72,885,4,2,2
72,887,1,1,1
72,892,62,3,21
72,893,63,3,21
72,894,2,2,1
72,895,1,1,1
72,896,1,1,1
72,897,1,1,1
72,902,5,2,3
72,903,2,2,1
