id_ini,id_fin,containers,viajes,conxviaj
121,1158,4,1,4
121,1160,1,1,1
121,1200,10,2,5
121,1216,1,1,1
121,1223,1,1,1
121,1233,1,1,1
121,1258,24,1,24
121,1278,6,1,6
121,1281,45,1,45
121,1295,8,1,8
121,1316,1,1,1
121,1339,1,1,1
122,522,3,2,2
122,526,2,1,2
122,543,1,1,1
122,546,1,1,1
122,548,2,1,2
122,561,1,1,1
122,577,2,2,1
122,578,2,2,1
122,583,1,1,1
122,591,9,3,3
122,595,40,3,13
122,597,4,3,1
122,620,115,4,29
122,675,34,4,9
122,677,14,3,5
122,679,6,2,3
122,733,226,4,57
122,791,3,3,1
122,794,1,1,1
122,830,2,2,1
122,847,26,2,13
122,892,1,1,1
122,893,1,1,1
122,911,2,2,1
122,971,1,1,1
122,975,1,1,1
122,994,2,1,2
122,1041,19,1,19
122,1063,3,1,3
122,1072,2,1,2
122,1121,1,1,1
122,1123,1,1,1
122,1124,1,1,1
122,1126,1,1,1
122,1137,11,2,6
122,1141,20,3,7
122,1145,1,1,1
122,1158,7,2,4
122,1160,2,2,1
122,1161,1,1,1
122,1162,2,2,1
122,1167,1,1,1
122,1175,2,1,2
122,1179,1,1,1
122,1200,26,4,7
122,1206,1,1,1
122,1207,1,1,1
122,1210,3,2,2
122,1213,1,1,1
122,1216,4,2,2
122,1222,1,1,1
122,1223,1,1,1
122,1230,1,1,1
122,1233,10,3,3
122,1242,9,3,3
122,1258,105,4,26
122,1261,1,1,1
122,1267,1,1,1
122,1278,74,4,19
122,1281,138,4,35
122,1295,44,4,11
122,1298,4,3,1
122,1301,1,1,1
122,1305,1,1,1
122,1338,1,1,1
122,1339,3,2,2
122,1341,14,3,5
122,1350,1,1,1
123,548,1,1,1
123,606,2,1,2
123,632,50,2,25
123,633,37,1,37
123,634,237,2,119
123,638,55,1,55
123,639,70,2,35
123,642,161,3,54
123,644,44,2,22
123,646,258,3,86
123,649,21,2,11
123,654,169,3,56
123,657,1861,5,372
123,661,20,2,10
123,662,38,1,38
123,664,16,1,16
123,665,97,2,49
123,668,5,2,3
123,674,4,1,4
123,683,1,1,1
123,684,1,1,1
123,685,1,1,1
123,689,6,2,3
123,831,1,1,1
123,832,1,1,1
123,834,9,4,2
123,839,31,2,16
123,843,1,1,1
123,851,12,1,12
123,862,2,1,2
123,870,1,1,1
123,873,1,1,1
123,876,77,2,39
123,878,9,4,2
123,880,30,2,15
123,922,15,1,15
123,923,4,1,4
123,926,2,2,1
123,928,4,3,1
123,935,10,3,3
123,937,32,4,8
123,943,1,1,1
123,944,40,1,40
123,946,384,4,96
123,981,15,4,4
123,982,9,1,9
123,994,89,4,22
123,997,4,1,4
123,998,48,1,48
123,1011,1,1,1
123,1056,1,1,1
123,1084,1,1,1
123,1096,1,1,1
123,1103,5,3,2
123,1104,1,1,1
123,1109,4,3,1
123,1128,1,1,1
123,1129,26,3,9
123,1199,1,1,1
123,1216,10,3,3
123,1261,2,2,1
123,1347,15,2,8
123,1348,1,1,1
124,520,2,1,2
124,522,4,1,4
124,524,1,1,1
124,526,10,4,3
124,527,1,1,1
124,548,1,1,1
124,551,1,1,1
124,553,55,2,28
124,558,1,1,1
124,561,1,1,1
124,562,1,1,1
124,579,1,1,1
124,582,1,1,1
124,583,2,1,2
124,588,9,2,5
124,591,3,2,2
124,595,2,2,1
124,596,1,1,1
124,600,7,1,7
124,602,1,1,1
124,604,1,1,1
124,606,9,2,5
124,620,87,2,44
124,632,44,1,44
124,634,53,1,53
124,638,192,1,192
124,639,20,1,20
124,646,74,1,74
124,647,4,1,4
124,648,94,1,94
124,649,10,1,10
124,652,30,1,30
124,654,2,1,2
124,657,311,1,311
124,665,57,1,57
124,675,35,2,18
124,677,29,2,15
124,679,14,2,7
124,690,4,1,4
124,697,1,1,1
124,698,1,1,1
124,700,1,1,1
124,706,1,1,1
124,708,242,2,121
124,709,1,1,1
124,710,2,2,1
124,718,9,2,5
124,719,2,2,1
124,726,55,2,28
124,727,1,1,1
124,743,36,2,18
124,745,51,2,26
124,747,36,2,18
124,748,34,2,17
124,750,18,2,9
124,752,2,2,1
124,757,2,1,2
124,761,1,1,1
124,763,34,2,17
124,764,31,2,16
124,774,1,1,1
124,775,3,2,2
124,776,1,1,1
124,777,34,2,17
124,780,1,1,1
124,783,1,1,1
124,786,1,1,1
124,792,1,1,1
124,796,1,1,1
124,798,4,2,2
124,802,1,1,1
124,804,62,2,31
124,806,6,2,3
124,810,2,2,1
124,823,3,1,3
124,824,5,1,5
124,825,2,1,2
124,826,2,2,1
124,829,4,2,2
124,830,1,1,1
124,832,1,1,1
124,834,2,1,2
124,836,1,1,1
124,838,2,1,2
124,841,11,2,6
124,842,2,1,2
124,848,5,2,3
124,855,4,2,2
124,859,1,1,1
124,878,2,1,2
124,880,5,1,5
124,883,1,1,1
124,892,52,2,26
124,893,32,2,16
124,894,1,1,1
124,896,3,2,2
124,897,1,1,1
124,902,4,1,4
124,904,2,1,2
124,907,1,1,1
124,911,14,2,7
124,922,15,1,15
124,923,4,1,4
124,926,1,1,1
124,928,1,1,1
124,936,4,1,4
124,937,20,1,20
124,944,40,1,40
124,946,592,1,592
124,955,5,2,3
124,957,5,1,5
124,958,1,1,1
124,960,9,2,5
124,965,1,1,1
124,981,1,1,1
124,993,4,2,2
124,994,34,1,34
124,1007,4,1,4
124,1012,1,1,1
124,1013,9,2,5
124,1014,1,1,1
124,1016,1,1,1
124,1017,312,2,156
124,1028,6,2,3
124,1030,2,2,1
124,1042,2,2,1
124,1043,6,1,6
124,1045,1,1,1
124,1049,1,1,1
124,1061,12,2,6
124,1063,6,1,6
124,1066,1,1,1
124,1067,3,1,3
124,1072,1,1,1
124,1089,2,2,1
124,1091,4,1,4
124,1092,1,1,1
124,1102,1,1,1
124,1104,1,1,1
124,1105,3,1,3
124,1109,1,1,1
124,1111,1,1,1
124,1112,3,1,3
124,1115,1,1,1
124,1116,1,1,1
124,1118,1,1,1
124,1121,2,1,2
124,1124,2,2,1
124,1127,2,2,1
124,1129,4,1,4
124,1137,3,1,3
124,1141,15,2,8
124,1144,1,1,1
124,1158,12,2,6
124,1159,38,2,19
124,1169,3,1,3
124,1177,1,1,1
124,1178,1,1,1
124,1200,51,2,26
124,1210,1,1,1
124,1223,1,1,1
124,1230,1,1,1
124,1233,2,1,2
124,1237,1,1,1
124,1240,1,1,1
124,1242,14,2,7
124,1258,71,2,36
124,1261,13,3,4
124,1270,3,2,2
124,1271,1,1,1
124,1276,2,1,2
124,1278,39,2,20
124,1281,8,2,4
124,1295,8,2,4
124,1305,1,1,1
124,1312,4,1,4
124,1326,6,2,3
124,1336,5,2,3
124,1338,1,1,1
124,1339,3,2,2
124,1341,3,1,3
124,1347,2,1,2
124,1351,1,1,1
125,522,1,1,1
125,546,1,1,1
125,548,2,2,1
125,633,66,1,66
125,634,417,2,209
125,635,1,1,1
125,637,4,1,4
125,638,56,1,56
125,639,141,2,71
125,644,116,2,58
125,646,175,2,88
125,651,2,1,2
125,654,72,2,36
125,657,3657,2,1829
125,659,1,1,1
125,661,30,2,15
125,665,51,1,51
125,670,3,1,3
125,832,1,1,1
125,834,2,1,2
125,837,1,1,1
125,839,4,2,2
125,851,4,1,4
125,923,1,1,1
125,936,5,2,3
125,937,8,2,4
125,943,1,1,1
125,944,80,2,40
125,946,131,2,66
125,981,9,2,5
125,982,20,1,20
125,994,55,2,28
125,998,40,1,40
125,1011,4,1,4
125,1041,1,1,1
125,1103,7,2,4
125,1109,2,1,2
125,1111,1,1,1
125,1128,1,1,1
125,1129,10,1,10
125,1216,8,1,8
125,1261,6,1,6
125,1347,24,2,12
125,1348,5,2,3
125,1351,2,1,2
126,522,1,1,1
126,526,1,1,1
126,549,1,1,1
126,583,1,1,1
126,591,17,3,6
126,595,23,4,6
126,597,8,2,4
126,620,176,4,44
126,675,25,3,8
126,677,6,3,2
126,679,70,3,23
126,727,1,1,1
126,732,1,1,1
126,733,121,4,30
126,747,1,1,1
126,764,2,1,2
126,830,2,1,2
126,841,7,3,2
126,846,1,1,1
126,847,10,1,10
126,848,4,1,4
126,892,2,1,2
126,911,1,1,1
126,913,1,1,1
126,941,1,1,1
126,955,1,1,1
126,1007,1,1,1
126,1049,1,1,1
126,1063,4,2,2
126,1072,1,1,1
126,1086,2,2,1
126,1107,1,1,1
126,1121,1,1,1
126,1124,2,2,1
126,1137,1,1,1
126,1141,10,4,3
126,1158,8,2,4
126,1160,1,1,1
126,1200,11,3,4
126,1216,1,1,1
126,1233,3,2,2
126,1242,15,4,4
126,1258,135,4,34
126,1278,93,4,23
126,1281,96,4,24
126,1282,1,1,1
126,1285,1,1,1
126,1291,1,1,1
126,1295,31,3,10
126,1298,4,3,1
126,1312,3,1,3
126,1336,1,1,1
126,1339,1,1,1
126,1341,27,4,7
127,634,36,1,36
127,639,108,1,108
127,642,52,1,52
127,644,35,1,35
127,646,213,1,213
127,649,143,1,143
127,654,8,1,8
127,657,821,1,821
127,661,3,1,3
127,665,59,1,59
127,670,4,1,4
127,683,1,1,1
127,832,1,1,1
127,834,2,1,2
127,839,1,1,1
127,851,2,1,2
127,862,3,1,3
127,866,4,1,4
127,876,32,1,32
127,935,7,1,7
127,936,4,1,4
127,937,2,1,2
127,943,1,1,1
127,944,40,1,40
127,946,54,1,54
127,981,7,1,7
127,982,3,1,3
127,992,2,1,2
127,994,23,1,23
127,1011,1,1,1
127,1031,1,1,1
127,1084,1,1,1
127,1109,1,1,1
127,1110,2,1,2
127,1128,1,1,1
127,1216,3,1,3
127,1261,1,1,1
127,1347,7,1,7
128,522,2,1,2
128,526,1,1,1
128,538,1,1,1
128,551,1,1,1
128,576,1,1,1
128,578,12,3,4
128,591,8,4,2
128,592,6,1,6
128,595,30,5,6
128,597,3,2,2
128,601,3,1,3
128,620,268,5,54
128,675,2,1,2
128,677,30,4,8
128,679,16,5,3
128,726,4,2,2
128,727,1,1,1
128,733,65,5,13
128,745,6,2,3
128,764,5,2,3
128,841,17,1,17
128,847,10,1,10
128,892,6,3,2
128,911,1,1,1
128,955,7,2,4
128,993,7,4,2
128,1017,1,1,1
128,1063,2,2,1
128,1072,5,2,3
128,1081,4,1,4
128,1121,5,3,2
128,1137,3,3,1
128,1139,1,1,1
128,1141,51,4,13
128,1158,15,5,3
128,1159,9,2,5
128,1160,1,1,1
128,1167,1,1,1
128,1174,2,1,2
128,1177,1,1,1
128,1184,11,1,11
128,1200,20,5,4
128,1204,1,1,1
128,1207,1,1,1
128,1216,6,4,2
128,1223,1,1,1
128,1228,2,1,2
128,1233,9,5,2
128,1240,1,1,1
128,1242,33,3,11
128,1258,186,6,31
128,1260,1,1,1
128,1278,137,6,23
128,1281,226,6,38
128,1295,99,3,33
128,1298,3,3,1
128,1301,1,1,1
128,1329,1,1,1
128,1339,1,1,1
128,1341,10,3,3
129,543,1,1,1
129,552,1,1,1
129,606,12,1,12
129,627,50,1,50
129,635,2,1,2
129,639,109,1,109
129,646,333,1,333
129,649,126,1,126
129,654,81,1,81
129,657,20,1,20
129,665,32,1,32
129,670,6,1,6
129,677,1,1,1
129,823,20,1,20
129,834,4,1,4
129,839,6,1,6
129,851,6,1,6
129,860,1,1,1
129,876,2,1,2
129,922,10,1,10
129,923,2,1,2
129,927,11,1,11
129,928,3,1,3
129,935,2,1,2
129,937,5,1,5
129,946,63,1,63
129,981,5,1,5
129,982,1,1,1
129,994,198,1,198
129,998,40,1,40
129,1000,26,1,26
129,1007,12,1,12
129,1008,24,1,24
129,1103,1,1,1
129,1108,8,1,8
129,1109,3,1,3
129,1112,1,1,1
129,1129,6,1,6
129,1216,1,1,1
129,1345,1,1,1
129,1347,4,1,4
129,1348,2,1,2
130,546,1,1,1
130,548,2,1,2
130,627,70,1,70
130,633,116,1,116
130,634,40,1,40
130,639,146,1,146
130,642,74,1,74
130,646,148,1,148
130,649,28,1,28
130,654,42,1,42
130,657,11,1,11
130,665,57,1,57
130,668,1,1,1
130,674,38,1,38
130,683,1,1,1
130,839,16,1,16
130,878,2,1,2
130,923,2,1,2
130,926,1,1,1
130,935,1,1,1
130,937,2,1,2
130,946,102,1,102
130,981,4,1,4
130,982,1,1,1
130,994,41,1,41
130,998,1,1,1
130,1000,4,1,4
130,1109,4,1,4
130,1128,2,1,2
130,1129,6,1,6
130,1347,3,1,3
130,1348,3,1,3
131,540,2,1,2
131,546,1,1,1
131,548,1,1,1
131,552,40,1,40
131,606,34,1,34
131,627,22,1,22
131,634,48,1,48
131,639,88,2,44
131,642,32,2,16
131,646,203,2,102
131,648,50,1,50
131,649,41,2,21
131,650,12,1,12
131,653,21,1,21
131,654,111,2,56
131,657,505,2,253
131,662,35,1,35
131,664,8,1,8
131,683,1,1,1
131,832,1,1,1
131,865,1,1,1
131,874,14,1,14
131,876,25,2,13
131,878,6,2,3
131,880,3,1,3
131,927,8,1,8
131,928,1,1,1
131,937,18,2,9
131,946,128,2,64
131,981,5,2,3
131,982,1,1,1
131,994,125,2,63
131,998,5,2,3
131,1007,9,1,9
131,1008,10,1,10
131,1103,1,1,1
131,1109,7,2,4
131,1111,2,1,2
131,1128,1,1,1
131,1129,21,2,11
131,1345,19,1,19
132,565,1,1,1
132,566,2,1,2
132,612,10,1,10
132,613,14,2,7
132,616,78,1,78
132,622,2,2,1
132,639,3,1,3
132,645,1,1,1
132,646,65,1,65
132,649,2,1,2
132,652,74,1,74
132,662,1,1,1
132,665,2,1,2
132,670,150,1,150
132,839,23,1,23
132,913,1,1,1
132,930,2,1,2
132,935,1,1,1
132,943,2,2,1
132,944,120,1,120
132,946,6,2,3
132,1109,2,1,2
132,1110,1,1,1
132,1111,1,1,1
132,1128,3,2,2
132,1129,2,2,1
132,1131,1,1,1
133,615,1,1,1
134,616,1,1,1
135,616,1,1,1
136,616,1,1,1
136,1020,2,1,2
137,654,1,1,1
137,661,1,1,1
137,945,2,1,2
138,526,5,1,5
138,529,1,1,1
138,564,2,1,2
138,565,17,1,17
138,566,2,1,2
138,568,14,1,14
138,569,1,1,1
138,572,1,1,1
138,573,5,1,5
138,576,10,1,10
138,578,22,1,22
138,579,3,1,3
138,580,2,1,2
138,602,1,1,1
138,606,1,1,1
138,608,9,1,9
138,609,99,1,99
138,618,2,1,2
138,620,15,1,15
138,621,2,1,2
138,733,89,1,89
138,748,2,1,2
138,764,1,1,1
138,820,1,1,1
138,823,1,1,1
138,829,1,1,1
138,859,1,1,1
138,1075,1,1,1
138,1336,6,1,6
139,553,1,1,1
139,578,4,2,2
139,588,2,1,2
139,679,1,1,1
139,726,4,2,2
139,733,42,2,21
139,841,13,2,7
139,1017,7,2,4
139,1072,1,1,1
139,1158,9,2,5
139,1200,2,2,1
139,1216,7,2,4
139,1233,13,2,7
139,1261,26,2,13
139,1278,30,2,15
139,1295,21,2,11
140,521,1,1,1
140,543,1,1,1
140,546,1,1,1
140,548,1,1,1
140,612,17,1,17
140,613,10,1,10
140,622,3,1,3
140,639,3,1,3
140,646,1,1,1
140,649,4,1,4
140,654,2,1,2
140,665,3,1,3
140,670,240,1,240
140,839,29,1,29
140,865,1,1,1
140,946,4,1,4
140,1031,1,1,1
140,1096,1,1,1
140,1110,3,1,3
140,1128,1,1,1
140,1129,1,1,1
140,1348,1,1,1
141,548,1,1,1
141,615,966,3,322
141,620,98,3,33
141,634,16,1,16
141,636,16,1,16
141,642,91,1,91
141,649,37,2,19
141,651,6,1,6
141,654,1783,3,594
141,661,11,1,11
141,670,936,1,936
141,673,1,1,1
141,839,62,2,31
141,852,2,1,2
141,937,3,1,3
141,946,6,2,3
141,997,8,1,8
141,998,3,1,3
141,1031,1,1,1
141,1036,1,1,1
141,1038,16,1,16
141,1042,1,1,1
141,1110,3,1,3
141,1111,1,1,1
141,1129,3,2,2
142,546,1,1,1
142,612,28,1,28
142,614,884,3,295
142,620,152,3,51
142,633,11,1,11
142,635,49,1,49
142,638,169,2,85
142,639,55,1,55
142,642,20,1,20
142,646,46,2,23
142,648,210,2,105
142,649,3,1,3
142,654,1077,4,269
142,655,2,2,1
142,661,144,4,36
142,664,18,1,18
142,665,101,3,34
142,668,21,2,11
142,673,1,1,1
142,683,3,2,2
142,689,3,2,2
142,834,4,2,2
142,878,1,1,1
142,917,1,1,1
142,935,2,2,1
142,937,6,2,3
142,943,1,1,1
142,946,6,1,6
142,976,117,4,29
142,982,1,1,1
142,990,1,1,1
142,994,128,4,32
142,1011,1,1,1
142,1103,7,3,2
142,1109,1,1,1
142,1347,13,1,13
143,526,3,1,3
143,614,2016,3,672
143,620,315,3,105
143,630,10,1,10
143,633,75,2,38
143,640,2,1,2
143,646,310,4,78
143,648,102,3,34
143,649,7,1,7
143,654,779,4,195
143,655,2,2,1
143,660,1,1,1
143,661,168,4,42
143,665,76,2,38
143,668,67,3,22
143,671,20,1,20
143,683,3,2,2
143,689,2,1,2
143,834,2,2,1
143,878,1,1,1
143,914,3,1,3
143,917,1,1,1
143,922,1,1,1
143,935,2,2,1
143,937,5,2,3
143,946,22,3,7
143,976,189,4,47
143,984,1,1,1
143,990,1,1,1
143,994,89,4,22
143,1011,1,1,1
143,1096,1,1,1
143,1103,19,4,5
143,1110,18,1,18
143,1347,4,3,1
143,1348,1,1,1
144,548,1,1,1
144,614,276,2,138
144,620,57,2,29
144,646,1,1,1
144,654,116,2,58
144,661,41,2,21
144,665,56,1,56
144,668,14,2,7
144,683,2,1,2
144,689,1,1,1
144,832,3,1,3
144,834,3,2,2
144,943,1,1,1
144,976,28,2,14
144,994,13,2,7
144,1031,1,1,1
144,1103,4,2,2
144,1347,4,1,4
145,519,1,1,1
145,522,12,4,3
145,523,1,1,1
145,526,17,7,2
145,527,3,1,3
145,531,1,1,1
145,535,1,1,1
145,536,1,1,1
145,537,4,2,2
145,548,1,1,1
145,550,1,1,1
145,551,1,1,1
145,553,148,5,30
145,557,1,1,1
145,558,2,1,2
145,561,2,1,2
145,562,1,1,1
145,569,2,1,2
145,571,4,2,2
145,573,1,1,1
145,574,1,1,1
145,578,1,1,1
145,579,4,2,2
145,582,5,4,1
145,583,4,2,2
145,588,28,5,6
145,591,16,5,3
145,593,1,1,1
145,595,26,5,5
145,601,10,1,10
145,602,2,2,1
145,603,2,2,1
145,605,2,2,1
145,606,9,5,2
145,618,1,1,1
145,620,1089,5,218
145,622,1,1,1
145,675,28,4,7
145,677,49,2,25
145,679,66,5,13
145,685,2,1,2
145,686,1,1,1
145,687,1,1,1
145,689,2,1,2
145,690,16,5,3
145,694,1,1,1
145,695,2,1,2
145,697,1,1,1
145,700,2,2,1
145,701,9,4,2
145,702,1,1,1
145,705,1,1,1
145,706,5,2,3
145,707,2,2,1
145,708,387,5,77
145,710,1,1,1
145,712,2,2,1
145,713,2,1,2
145,718,34,5,7
145,719,6,3,2
145,721,2,1,2
145,726,281,5,56
145,727,5,2,3
145,728,3,1,3
145,729,1,1,1
145,733,1,1,1
145,737,4,2,2
145,738,1,1,1
145,739,2,1,2
145,740,2,1,2
145,741,3,2,2
145,743,59,5,12
145,744,1,1,1
145,745,206,5,41
145,747,118,5,24
145,748,129,5,26
145,752,7,3,2
145,755,2,2,1
145,756,4,3,1
145,758,1,1,1
145,761,1,1,1
145,763,47,5,9
145,764,219,5,44
145,765,7,4,2
145,766,2,2,1
145,770,2,1,2
145,771,1,1,1
145,772,1,1,1
145,773,1,1,1
145,774,7,3,2
145,775,14,4,4
145,777,131,5,26
145,780,1,1,1
145,782,2,1,2
145,784,2,2,1
145,786,1,1,1
145,789,4,3,1
145,798,11,4,3
145,799,1,1,1
145,802,1,1,1
145,803,1,1,1
145,804,274,5,55
145,805,2,2,1
145,806,12,4,3
145,810,6,5,1
145,813,1,1,1
145,816,2,1,2
145,817,3,3,1
145,820,7,3,2
145,823,4,3,1
145,824,2,1,2
145,826,10,4,3
145,829,7,4,2
145,830,2,2,1
145,832,6,3,2
145,833,2,1,2
145,836,3,2,2
145,838,8,2,4
145,841,15,5,3
145,842,6,3,2
145,843,2,1,2
145,846,1,1,1
145,847,20,1,20
145,848,10,4,3
145,855,11,5,2
145,858,9,3,3
145,876,1,1,1
145,883,2,1,2
145,885,3,2,2
145,886,1,1,1
145,887,2,2,1
145,892,101,5,20
145,893,61,5,12
145,894,3,2,2
145,895,1,1,1
145,896,1,1,1
145,897,25,4,6
145,901,1,1,1
145,902,4,3,1
145,903,1,1,1
145,904,1,1,1
145,907,2,1,2
145,910,1,1,1
145,911,11,4,3
145,913,1,1,1
145,941,2,1,2
145,951,2,2,1
145,953,8,4,2
145,955,11,4,3
145,957,6,2,3
145,958,15,5,3
145,960,4,3,1
145,964,1,1,1
145,969,12,5,2
145,972,1,1,1
145,993,16,5,3
145,1007,4,2,2
145,1013,42,5,8
145,1016,8,2,4
145,1017,1007,5,201
145,1023,3,3,1
145,1026,1,1,1
145,1027,2,2,1
145,1028,23,5,5
145,1030,6,4,2
145,1041,8,2,4
145,1042,1,1,1
145,1045,8,2,4
145,1046,4,4,1
145,1059,1,1,1
145,1060,5,2,3
145,1061,15,5,3
145,1062,11,4,3
145,1063,40,5,8
145,1064,1,1,1
145,1066,4,2,2
145,1067,6,3,2
145,1070,4,1,4
145,1071,1,1,1
145,1072,4,3,1
145,1074,1,1,1
145,1079,1,1,1
145,1080,6,2,3
145,1081,13,5,3
145,1085,2,1,2
145,1086,1,1,1
145,1089,6,4,2
145,1090,1,1,1
145,1091,8,4,2
145,1092,1,1,1
145,1093,1,1,1
145,1094,1,1,1
145,1097,2,2,1
145,1100,1,1,1
145,1102,7,3,2
145,1103,1,1,1
145,1104,2,1,2
145,1105,2,1,2
145,1106,2,2,1
145,1107,1,1,1
145,1115,5,3,2
145,1118,7,3,2
145,1120,1,1,1
145,1121,4,3,1
145,1122,1,1,1
145,1123,2,2,1
145,1124,5,3,2
145,1126,9,2,5
145,1127,7,2,4
145,1137,6,3,2
145,1141,57,5,11
145,1145,3,3,1
145,1158,30,5,6
145,1159,79,5,16
145,1160,1,1,1
145,1162,1,1,1
145,1163,1,1,1
145,1166,1,1,1
145,1169,4,2,2
145,1174,1,1,1
145,1177,4,2,2
145,1178,3,3,1
145,1184,7,2,4
145,1198,1,1,1
145,1199,2,2,1
145,1200,121,5,24
145,1202,1,1,1
145,1203,3,3,1
145,1211,1,1,1
145,1213,1,1,1
145,1216,2,2,1
145,1231,1,1,1
145,1233,1,1,1
145,1235,2,2,1
145,1240,5,3,2
145,1242,73,5,15
145,1250,1,1,1
145,1256,2,1,2
145,1258,180,5,36
145,1261,69,5,14
145,1266,2,1,2
145,1267,6,2,3
145,1268,1,1,1
145,1270,6,4,2
145,1271,2,1,2
145,1278,103,5,21
145,1281,29,3,10
145,1288,1,1,1
145,1290,1,1,1
145,1292,3,3,1
145,1295,64,5,13
145,1305,1,1,1
145,1312,2,2,1
145,1326,3,2,2
145,1336,10,3,3
145,1339,11,4,3
145,1340,1,1,1
145,1341,30,4,8
145,1351,2,2,1
146,1048,1,1,1
147,1048,2,2,1
148,522,2,2,1
148,546,5,2,3
148,548,6,2,3
148,553,1,1,1
148,597,1,1,1
148,606,2,1,2
148,633,3,1,3
148,639,9,1,9
148,646,126,2,63
148,649,350,3,117
148,654,138,3,46
148,661,17,3,6
148,664,12,1,12
148,677,325,3,108
148,683,1,1,1
148,690,1,1,1
148,708,2,1,2
148,726,5,3,2
148,733,50,3,17
148,777,5,1,5
148,829,1,1,1
148,834,8,3,3
148,852,1,1,1
148,914,1,1,1
148,915,1,1,1
148,935,1,1,1
148,937,3,2,2
148,946,65,3,22
148,976,16,3,5
148,981,2,1,2
148,982,5,1,5
148,994,86,3,29
148,996,1,1,1
148,1011,2,2,1
148,1017,3,1,3
148,1045,4,1,4
148,1046,1,1,1
148,1047,15,2,8
148,1061,1,1,1
148,1077,1,1,1
148,1088,1,1,1
148,1103,1,1,1
148,1105,1,1,1
148,1109,1,1,1
148,1216,51,3,17
148,1261,7,2,4
148,1265,1,1,1
148,1295,4,1,4
149,661,1,1,1
150,650,3,1,3
150,661,2,1,2
151,644,1,1,1
152,606,15,1,15
152,614,3148,4,787
152,620,395,4,99
152,633,99,2,50
152,635,11,1,11
152,642,16,1,16
152,646,89,1,89
152,648,120,1,120
152,654,441,4,110
152,655,1,1,1
152,661,217,4,54
152,662,28,1,28
152,664,2,1,2
152,665,138,4,35
152,666,1,1,1
152,668,40,2,20
152,689,3,2,2
152,823,8,1,8
152,834,4,3,1
152,880,1,1,1
152,922,19,1,19
152,935,2,1,2
152,936,2,1,2
152,937,9,3,3
152,946,75,2,38
152,976,111,4,28
152,977,1,1,1
152,994,84,4,21
152,1074,1,1,1
152,1085,1,1,1
152,1103,4,2,2
152,1128,1,1,1
152,1131,41,1,41
153,614,964,3,321
153,620,260,3,87
153,633,54,1,54
153,635,26,1,26
153,646,86,2,43
153,648,160,2,80
153,649,40,2,20
153,654,1123,4,281
153,655,4,2,2
153,661,262,4,66
153,665,26,1,26
153,668,85,3,28
153,673,1,1,1
153,683,1,1,1
153,689,4,2,2
153,834,5,3,2
153,839,1,1,1
153,867,1,1,1
153,876,1,1,1
153,878,3,2,2
153,923,1,1,1
153,935,6,1,6
153,936,1,1,1
153,937,2,2,1
153,946,33,4,8
153,976,91,4,23
153,984,4,1,4
153,994,101,4,25
153,996,1,1,1
153,1011,9,2,5
153,1103,6,3,2
153,1345,20,1,20
153,1347,2,1,2
153,1348,2,2,1
154,614,140,1,140
154,620,173,1,173
154,654,410,1,410
154,661,7,1,7
154,683,1,1,1
154,689,1,1,1
154,834,1,1,1
154,935,1,1,1
154,976,12,1,12
154,990,1,1,1
154,994,2,1,2
154,1103,2,1,2
154,1110,1,1,1
155,552,3,1,3
155,614,44,1,44
155,620,80,1,80
155,628,1,1,1
155,633,17,2,9
155,635,57,2,29
155,637,8,1,8
155,639,95,1,95
155,642,3,2,2
155,646,331,3,110
155,648,99,1,99
155,654,151,3,50
155,655,1,1,1
155,657,154,2,77
155,661,130,1,130
155,664,16,2,8
155,668,274,1,274
155,673,1,1,1
155,674,1,1,1
155,683,1,1,1
155,688,1,1,1
155,689,1,1,1
155,733,65,2,33
155,834,27,3,9
155,839,1,1,1
155,843,1,1,1
155,854,1,1,1
155,879,1,1,1
155,922,19,1,19
155,923,1,1,1
155,926,1,1,1
155,935,5,2,3
155,936,2,1,2
155,937,3,1,3
155,943,1,1,1
155,946,110,3,37
155,948,41,1,41
155,976,34,1,34
155,982,1,1,1
155,994,107,3,36
155,1059,2,2,1
155,1084,1,1,1
155,1096,2,1,2
155,1103,2,1,2
155,1109,2,2,1
155,1110,9,2,5
155,1111,1,1,1
155,1129,70,2,35
155,1347,13,2,7
155,1348,1,1,1
156,620,1,1,1
156,681,3,1,3
157,524,1,1,1
157,526,3,1,3
157,528,1,1,1
157,551,1,1,1
157,553,49,1,49
157,571,1,1,1
157,579,1,1,1
157,583,2,1,2
157,588,4,1,4
157,591,1,1,1
157,595,5,1,5
157,606,1,1,1
157,620,50,1,50
157,675,2,1,2
157,679,13,1,13
157,685,2,1,2
157,686,2,1,2
157,689,2,1,2
157,690,1,1,1
157,697,1,1,1
157,700,1,1,1
157,708,68,1,68
157,712,1,1,1
157,714,1,1,1
157,718,2,1,2
157,719,5,1,5
157,721,1,1,1
157,726,56,1,56
157,739,1,1,1
157,741,2,1,2
157,743,4,1,4
157,745,21,1,21
157,747,26,1,26
157,748,13,1,13
157,756,1,1,1
157,763,4,1,4
157,764,47,1,47
157,765,1,1,1
157,775,4,1,4
157,777,48,1,48
157,780,1,1,1
157,798,1,1,1
157,804,59,1,59
157,805,6,1,6
157,806,2,1,2
157,816,1,1,1
157,817,1,1,1
157,821,1,1,1
157,823,1,1,1
157,824,3,1,3
157,826,4,1,4
157,830,1,1,1
157,841,13,1,13
